#Gene product	SG1-2015-06-1	SG1-N-2013-04-2	SG1-2015-06-3	SG1-2015-06-2	SG1-2015-06-5	SG1-2015-06-4	SG1-N-2013-04-4	SG1-N-2013-04-3	SG1-N-2013-04-1	SG1-N-2017-02-5	SG1-N-2017-02-1	SG1-N-2017-02-2	SG1-N-2015-12-1	SG1-N-2015-12-3	SG1-N-2013-04-5	SG1-N-2015-12-5	SG1-N-2015-12-4	SG1-2014-09-5	SG1-2014-09-4	SG1-2014-09-1	SG1-2014-09-3	SG1-2014-09-2	SG1-N-2017-02-3	SG1-N-2015-12-2	SG1-2017-02-5	SG1-2017-02-4	SG1-2017-02-3	SG1-2017-02-2	SG1-2017-02-1	SG1-2016-02-1	SG1-2016-02-2	SG1-2016-02-3	SG1-2016-02-4	SG1-2016-02-5	SG1-N-2017-02-4
Trehalose transport system permease protein SugB	839.7234779	652.1696339	504.6215724	566.2095454	536.80530595	535.1315092	670.6563954	597.8125409	635.4073729	476.1656966	627.6902112	577.0186845	577.0077505	552.8726373	680.0918877	500.17992663	458.9688002	666.7113228	474.9672706	664.5815007	434.4630499	568.8571542	569.1071745	590.2534447	448.3015804	446.4597412	514.3005768	643.6816708	556.3379825	310.6365519	421.4120356	359.4387243	393.1498416	406.7247086	462.8030755
Trehalose transport system permease protein SugA	568.2561443	536.1630599	452.2407392	515.5697739	453.36513015	472.079692	579.649282	527.056963	552.8464936	455.1481544	525.3001159	495.8270972	503.7972488	484.0592434	557.0789057	415.84045343	409.425647	392.1816302	378.2460907	416.0621667	334.1880945	396.1212819	441.9106227	515.6285879	399.3907991	358.9169759	382.5195056	384.2918213	362.4637782	357.865095	378.7227062	362.9912831	369.793719	396.8665413	487.2526867
Tyrosine-protein kinase etk	4.78557	5.41845	6.3814986	11.0568	7.80151	6.9823591	3.040899	3.479593	5.0915646	6.44285	6.84132	7.1336895	6.7337075	4.40932	5.325705	3.940755	1.829322	5.7144	4.3414727	10.480904	3.680934	4.0563511	8.142003	5.176028	1.542331	3.8922494	3.50887	0.998549	1.947442	2.847594	5.27189	3.742614	2.863662	9.00207	3.4322923
Malate:quinone oxidoreductase	2.5636542	10.351288	4.251174	1.938582	8.2561814	0.891125	9.546132	11.285969	11.73012	11.021723	2.3355452	35.74871	21.776613	10.16503	8.458706	6.019245	8.209885	2.0165089	0.5118975	0.7161107	0.1149766	6.547437	11.285364	13.507464	7.550301	3.9794534	10.352216	8.6024026	11.647657	1.0155968	5.521776	5.305989	6.929265	2.903542	5.1463855
putative oxidoreductase YhhX	5.9064034	7.1416005	8.2162097	5.355343	5.858743	8.0921423	5.4208117	4.925899	7.2381242	4.5723732	22.9393242	14.680563	7.6692018	10.4832727	10.2181146	4.691141	6.247796	11.4409854	2.0965178	9.684738	4.2082096	9.1180317	14.4868135	9.110993	3.91396	8.3266967	7.302958	8.5154182	6.975614	3.5077014	3.6191655	2.0449854	3.000552	8.2314965	9.952682
GTP cyclohydrolase 1	53.062039	98.0755806	143.9547585	189.6000242	126.13093699	129.5846273	90.6612257	72.1813853	79.2525624	92.4179688	69.16469403	123.1909314	136.1913082	101.3064982	67.4650655	95.4082656	97.1619423	72.780803	63.4519129	91.6347612	55.28008	57.5370267	115.4835	121.1131724	69.077793	61.1076387	29.480585	59.2927905	65.1027844	90.5519309	67.5597844	87.3232755	76.4394555	84.27367	72.1445052
Lon protease 2	42.9127265	71.14879	69.749589	97.6729565	70.9421406	67.4224225	64.7463527	52.9935918	66.1804336	57.9704824	51.613796	97.2591065	78.3537491	67.7091888	54.923754	67.6582217	78.8116821	63.5683749	63.1879576	59.3882029	52.8428981	78.1976899	81.4743753	81.8164268	43.1095869	69.95835893	57.1577769	52.6963042	60.2950614	61.0351343	54.6728833	49.2147296	54.1392073	65.8940762	48.6550725
Lon protease 1	71.258146	37.343542	26.40227	41.6056346	51.8590701	49.651131	45.4876877	45.008646	43.9614127	42.12458	56.886488	41.8126797	41.15679	47.079471	41.5049961	52.713689	34.7005018	53.316178	38.9552781	53.114257	40.000689	51.7525512	36.8374617	44.88551	34.14511	27.4958725	30.6985953	78.7983036	41.367577	28.6601475	35.682381	23.939231	34.6790572	25.954235	29.9989868
Acetylglutamate kinase	54.6555	68.1286437	133.06779	170.595929	119.964469	101.003509	70.226601	62.5096976	77.2648582	111.8481883	81.7726154	99.111486	120.178145	95.7283886	52.3546828	104.777834	130.54056	80.9323347	67.710341	91.505083	59.898824	58.63031809	101.757666	86.611943	57.834653	57.767849	39.530567	52.5495588	52.6717331	125.841888	93.801851	127.097816	68.513815	111.732805	57.862453
Nucleoid-associated protein	16.1184526	31.0930451	49.03245	51.621801	45.686403	38.682666	26.432723	27.918492	27.5225763	40.484836	28.3166138	29.7288854	42.630239	34.103419	27.233595	32.509426	42.005672	30.648042	29.4496015	35.043692	26.3336724	27.600492	35.205902	27.392732	25.112416	23.910293	22.476522	31.889791	25.530251	33.362647	54.751553	47.74625	34.744253	51.694874	21.461119
Type I secretion system membrane fusion protein PrsE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.280491	10.001	0.465495	0.0	6.95133	0.0	0.0	1.62876	0.0	0.179731	0.0
Replication initiation protein	14.548585	25.795609	31.409271	32.571638	26.88328	24.334158	31.979698	30.562609	22.786778	20.445788	156.69161	74.907575	39.399372	37.886029	25.955423	73.889151	94.773749	18.363962	24.591344	24.455254	20.2340076	18.1417228	23.780136	32.166886	34.849112	59.310259	36.183682	30.955216	23.923251	25.516574	44.130454	86.978658	65.003669	126.20667	27.088138
Galactose/methyl galactoside import ATP-binding protein MglA	326.5315135	420.0545428	236.1840244	250.9084772	268.963163	236.6152681	312.0268505	284.1964802	428.6182632	201.3120104	245.4533683	279.7717888	272.9683909	280.3852756	350.5896222	212.5993224	215.5151838	305.2085513	219.6579405	307.731525	203.9361147	248.9314725	273.1978069	268.0646552	226.5903192	247.5915699	332.8205179	293.5231115	307.7283146	143.9629253	218.6641454	167.8714755	194.8328201	197.4310886	248.621073
Lipoprotein NlpI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666279	0.0	0.0	0.0	0.0	1.27998	5.64982	0.0	0.0	0.0	0.0678682	0.0	0.0	0.0	0.0	1.135	0.3467	0.0679915	1.678674	6.43104	0.203714	0.0	0.510573	13.03384	0.146526
Putative lipid kinase YtlR	0.0	0.0	0.0	0.0	0.0	0.0	0.204812	0.186086	0.0	0.591184	3.43287	0.0	0.0	0.0	0.0	1.464135	1.56725	0.0	0.0	0.446676	0.188517	0.0921914	0.0	0.0	0.0	1.452786	0.791901	0.482819	1.979836	1.225761	1.300473	0.232442	0.40694	5.20619	0.0
tRNA-Thr(ggt)	191.3244116	224.91167419	169.2850246	174.487475	182.1863945	134.5028887	212.88013104	221.6887292	205.5755571	135.7922823	183.73100479	219.493748	190.3047429	148.70372888	204.0758039	166.1518385	156.8282803	121.97089	136.9703499	134.8344944	107.085262	155.500193	156.3352388	167.8042032	156.03690697	150.1998052	167.0446205	238.8035262	223.0304081	127.78817519	142.549202	122.37071237	123.2087701	150.9150255	196.7125979
Endo-1%2C3-1%2C4-beta-glycanase ExsH	46.433241	6.460301	6.518947	7.345008	8.189216	7.514946	4.872859	5.854583	4.776092	5.287301	2.962745	7.452701	7.328591	4.322771	3.822866	4.478623	9.6460175	12.605934	1.461966	10.960846	2.009197	9.602608	10.01018	6.100718	2.947827	3.869052	3.255156	8.032343	1.584162	2.644285	1.9528586	5.547765	4.947826	5.254824	4.7313535
pH-gated potassium channel KcsA	12.719694	14.1774714	26.192903	36.8355173	27.2113639	22.7142441	9.6627595	11.5594512	14.3451515	14.4257209	9.5093482	18.452799	15.5805203	11.3118462	11.46595	8.9216141	10.456587	14.77035	13.0425851	21.014099	10.758168	12.2020089	22.7054484	12.0816203	6.29073	7.6424014	7.413047	3.0115362	6.150329	5.5785774	11.2047252	14.939091	8.50436	14.5641694	8.3495477
Peptide chain release factor 2	20.194862	53.692846	76.4100825	113.673026	68.278395	70.235106	49.036915	37.416047	49.253537	43.755232	30.771613	61.5601155	75.7040402	54.3616286	27.912119	55.4923987	60.801404	34.905945	38.1199052	55.0756125	36.222333	27.960184	65.8430626	54.4899904	24.3650191	32.7882512	18.9129755	26.9655802	30.041917	33.627444	52.053921	53.670638	41.418206	57.493849	27.9865419
Peptide chain release factor 3	41.093201	40.1727409	84.9548402	90.521548	73.4112693	62.48192	61.8107144	65.0667913	54.7582392	104.493143	109.9146264	55.7622563	95.1865287	84.3628157	56.637076	121.410968	110.580144	56.403391	54.515674	54.558454	56.576628	63.875168	68.505359	70.4203957	94.128446	77.0101011	80.9279105	67.989443	76.9628511	118.9305477	130.277649	119.5405851	104.363726	123.7731146	75.5755809
Peptide chain release factor 1	18.493312	53.197042	54.0621988	84.120356	64.002296	56.489439	60.8492931	38.1119928	54.034236	47.3982323	48.471674	56.9479257	94.839917	83.5385148	33.9280465	64.1657989	77.6593233	24.7913063	35.8885679	28.6052863	28.9237149	22.8482872	57.425676	64.1687631	27.1998928	37.9447121	31.516453	45.650548	34.9170133	41.533957	64.871981	56.7696728	56.9709215	63.018738	39.5006662
Cobalt-precorrin-5B C(1)-methyltransferase	9.161808	27.064993	33.783349	60.40108	33.001877	27.40468	26.168583	17.318917	21.069463	20.347235	10.370815	33.087493	40.420061	26.159909	5.2149747	34.40245	33.367938	10.18005	17.748725	16.76086	15.461906	3.438365	30.570379	38.69728	10.4933162	21.022685	4.999639	16.048079	14.133553	25.945827	14.160689	20.920585	21.276381	21.257119	10.877447
Anti-sigma-I factor RsgI6	94.073361	64.2115983	109.2027705	100.881395	88.341458	96.4183328	55.049817	73.759923	59.811331	124.9562584	105.5416717	96.373866	88.330877	88.4178462	70.5280017	124.1837045	106.2227384	105.2592553	86.7558634	95.029635	92.1677457	131.957306	86.2437172	97.1034377	142.715165	97.9352468	103.8111904	98.6271801	83.5150707	118.858886	121.360931	129.8228586	105.9881967	129.49809	101.8857522
Methylthioribulose-1-phosphate dehydratase	10.23043	24.077557	32.75637	61.90829	34.88914	29.783443	27.193468	14.718879	20.939711	19.403507	15.951844	39.069729	37.329212	25.606728	10.127749	27.800411	38.530413	9.288694	18.990539	17.81881	11.990039	3.581946	32.79203	36.190442	7.96237	5.6210705	4.6669252	16.3776746	7.0815553	14.3479582	12.8744711	21.442813	11.697185	19.917847	14.8864412
Fructose-bisphosphate aldolase	0.0	0.069693	0.0	0.524698	0.0	0.0	0.197003	0.230488	0.196862	0.830524	0.605425	1.701191	2.150051	1.4426	0.145909	5.389099	5.609381	1.84614	1.17273	1.283492	0.337365	0.698147	0.901564	3.380657	6.246678	5.18674	2.65092	2.08624	3.448633	1.534953	1.527156	0.362304	0.535803	1.26202	0.908305
Phosphonoacetaldehyde reductase	0.0	1.72278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09125	0.0	1.61442	0.0	1.86977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.60686	0.0
putative DHNTP pyrophosphohydrolase	54.987828	30.496365	25.398161	32.47475	28.689991	24.801095	29.474328	26.319387	27.450241	12.404089	6.225994	23.038948	28.651262	26.459653	27.08377	13.928053	14.527141	47.235517	18.0904248	58.591096	14.463375	36.4895692	19.88776	27.087303	10.577674	5.1262162	7.777174	7.73543	5.212306	10.591397	10.456415	13.987076	11.03238	5.647887	8.078986
Response regulator protein TmoT	0.829672	0.5306219	1.583881	1.874094	0.529259	1.573639	0.0	0.0993121	0.321974	2.805142	1.262294	0.361526	2.465407	1.007265	1.206256	1.235345	1.23787	0.962406	0.640302	1.417472	0.5402961	0.988042	1.614928	1.29847	0.21176	0.434795	0.710044	0.892438	0.0	1.18366	2.360072	3.01657	1.417356	0.459159	0.533438
Chitinase A	0.0	2.805941	0.204184	0.0779235	0.641391	0.6124026	2.397801	3.000917	3.085438	9.654953	14.079294	7.286016	3.178991	2.687501	1.513129	5.108327	10.43702	0.397496	0.648436	0.231742	0.0485453	0.986884	2.046206	1.115686	1.621996	2.861208	0.8752365	2.38535	0.2485524	4.253988	2.8562894	9.853354	0.65571	7.3027356	6.018876
Purine ribonucleoside efflux pump NepI	0.0577333	0.469433	0.135463	0.0586006	0.0780935	0.0896613	1.38707	2.0316	0.356941	0.650533	0.193677	3.07149	1.4514	1.20764	0.704866	0.433012	0.595834	0.244429	0.0620343	0.0435384	0.13615	0.314214	2.46785	1.77182	0.117164	0.208032	0.373082	0.292519	0.421069	0.252281	0.109526	0.265792	0.0391389	0.0	0.907569
PTS system glucose-specific EIICBA component	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08163	0.0	0.0	2.23705	0.0	1.06432	0.0	0.406629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aminopeptidase YpdF	18.6928011	31.585047	14.3178331	21.8166968	17.4092036	14.08923	40.8710409	38.679263	32.738524	29.6792471	41.3257499	21.096705	31.911415	29.5592947	34.6965655	37.330179	35.507808	19.020701	18.170124	17.5619148	14.8538572	20.3870652	23.6494817	27.9093956	34.764504	44.843162	35.8070956	45.978878	31.1454814	21.0730019	32.2417867	26.40115	29.7645302	26.7578765	17.5636346
Aminopeptidase YpdE	0.0	0.380549	0.0	0.0	0.0	0.466192	0.0	0.0	0.0	0.402995	0.582105	0.0	0.0	0.0	0.0	1.91474	0.513065	0.458586	0.0	0.0	0.0	0.549826	0.0	0.765867	1.22834	1.08318	2.97914	0.0	0.725602	0.413523	0.420283	0.666776	1.805907	0.0	1.29672
putative Nudix hydrolase NudL	284.9758271	255.2982895	281.1949327	236.1304751	276.5475822	268.6937251	241.8785131	237.9282771	254.8360006	241.962301	231.8971564	259.9178885	237.4836738	230.7267384	261.913091	278.0071881	274.3743106	292.8860521	224.2247738	268.9300756	206.8259686	295.4516311	253.1440198	236.4331381	232.4389249	264.980423	239.4666204	251.8493562	245.9250596	239.4351201	253.0572531	232.066262	202.6370973	240.8609033	232.5045246
Proline racemase	3.060844	42.940019	8.259971	13.7700546	10.309651	9.639635	21.234124	21.020295	49.741805	15.43638	18.607293	14.9800141	14.007642	7.0842337	14.660215	9.7177747	17.257296	1.982981	4.155395	5.3258258	4.8723045	2.8582904	10.1543797	8.501988	11.8987084	7.5107678	7.2442252	20.3425767	7.6926139	10.553812	5.6432563	14.8783848	5.483544	12.6504764	20.8224882
Glutamate 5-kinase 1	0.0	0.0	0.0	0.0	0.0	0.0	1.411449	0.508195	0.22263	0.178945	0.254327	1.91595	0.319597	2.880032	19.501746	0.477934	1.4856	0.0	0.0	0.0	0.0	0.0883444	0.0	0.375447	0.182313	0.59659	1.21738	1.47092	1.817579	0.169548	2.13609	0.53912	0.738256	2.05106	0.183135
Sulfate transport system permease protein CysT	15.051029	51.1028829	17.016995	24.760776	21.9819864	22.199937	39.106524	38.124896	58.592914	16.1570779	31.9539518	27.486859	34.723142	34.8130916	28.179793	19.460619	24.414217	10.0170787	21.0460187	14.8356305	17.4025398	9.4744488	19.6561513	21.041896	21.240058	9.429717	21.227039	37.970299	22.8111196	17.349264	13.4512112	16.4024183	12.385325	14.814548	37.1097495
NADPH-dependent 7-cyano-7-deazaguanine reductase	16.2312352	34.2183303	37.502219	72.2705706	43.6642094	35.7655924	52.2104278	38.4155659	29.0491975	29.9997479	22.6045825	47.7159965	43.7046224	35.6424644	14.240196	42.6856829	46.2921448	17.9435559	22.7496267	20.1800309	18.6913999	9.067674	45.4030464	42.8239024	22.917681	18.7062857	23.0858418	23.9554091	23.883507	23.505509	28.2576747	24.5562016	31.5120421	34.1775065	21.6474181
3-ketoacyl-CoA thiolase	597.0750311	406.3482623	461.4467937	421.1786383	432.2553158	455.8226003	462.6132909	434.3292495	405.2486228	433.9117108	504.99533528	495.3811636	417.2889721	462.66143254	454.646173	452.6377685	391.6670004	545.1208861	322.316561	589.7941232	308.3738935	531.6917557	469.77352	531.64284187	361.678025	397.7767358	408.5345844	402.6905159	406.6953525	277.9201636	408.8559793	350.0075664	395.7420153	378.0795266	330.31331954
L-fucose mutarotase	0.0	0.17216	0.0	0.0	0.0	0.0	0.370281	0.172579	0.187941	0.0	0.0	0.0	0.162832	0.142879	0.0	1.1363	0.648791	0.0	0.149832	0.413572	0.174417	0.0	0.288342	0.0	0.371632	0.0	0.0	0.34817	0.152865	0.172793	1.21812	0.0	1.3171	0.160789	0.0
tRNA-Arg(ccg)	224.0304101	222.3338906	195.4182754	234.7722985	237.7500064	214.9782145	239.1187306	239.9221278	211.0159285	174.1739241	185.233747	219.4384257	247.9108323	219.787349	245.7341712	222.6541417	191.351042	220.4594655	161.3445746	251.3935484	157.6012116	243.8939278	213.5602625	221.2423298	194.9448862	248.4319688	190.8711086	211.704712	228.384282	147.0137712	220.2189956	159.4999172	190.7722904	195.549225	189.3590079
2%2C6-dihydropseudooxynicotine hydrolase	0.866469	1.45947	2.84158	0.0	0.590417	1.11963	0.29108	0.0	3.83132	1.259695	1.883219	2.237619	3.282035	2.889892	1.164521	1.71069	1.161452	2.38973	2.64734	1.97157	6.47059	1.26653	1.22148	1.018799	1.575	4.983863	0.846458	4.437609	5.73025	0.18303	3.04806	0.0	4.725117	1.380601	2.425755
Putative quinone oxidoreductase YhfP	0.0	0.0	5.68693	0.0	4.36946	0.0	1.861	1.73129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70189	0.0	0.0	0.0	0.0	0.0	0.0	3.10841	0.0	0.0	0.0	2.03926	1.99717	1.65246	0.0	0.0	0.0	0.0	0.0	0.0
Crossover junction endodeoxyribonuclease RuvC	16.302237	48.1949809	72.588558	99.220922	67.103541	64.264454	53.684225	39.0386091	43.885852	44.444255	33.645878	55.7012256	86.012566	56.3865575	24.6877995	65.216428	65.709769	25.403765	33.486753	40.293314	31.3393586	20.1564609	59.824193	57.6580696	31.8672665	38.854485	30.26891	34.874753	32.613215	57.961265	47.780623	64.78426	45.589162	53.175732	31.238152
Pyruvate dehydrogenase E1 component subunit beta	207.0871489	222.2179279	186.4416659	164.0714397	175.632074	195.3811575	218.6178284	204.9451227	223.2122583	230.5731187	289.99307562	214.6954561	184.9613231	217.3231408	228.0243294	261.5160436	213.50314929	172.2458103	185.8087097	187.7998428	194.9780615	239.1014636	170.303826876	235.367712	225.6631712	251.7533543	304.2830845	295.6192044	288.8444716	198.2082822	238.0257114	180.1697651	235.9704942	212.7180725	203.3028054
Nitrogen regulation protein NR(I)	11.113732	29.0308086	12.5677264	7.809818	16.2557934	17.9388229	27.5376203	24.064148	27.4948809	10.2731644	15.4838283	18.9719081	30.7881249	22.3676843	25.754398	26.6124353	23.299866	9.1136481	14.5122667	15.7531413	12.9070262	19.9057892	18.5028748	17.8847278	14.9056422	18.3101568	26.555187	29.8077141	24.5074803	30.206651	33.0762944	13.101384	22.35547	29.2528604	16.3679736
Cyclomaltodextrinase	10.410559	45.5472415	15.5921645	12.9655006	13.5743434	9.9225201	21.8527838	23.4951503	51.7764703	21.3227539	34.4978199	29.669982	27.2855126	18.889366	26.7825989	38.922702	43.064509	15.782711	26.93810004	12.7043434	24.5047011	11.0493714	15.3036739	20.5043466	33.3505602	25.8988493	31.674324	45.8116184	52.4058232	21.888436	24.7426623	14.5132566	25.958087	30.330389	22.3323879
Mitomycin radical oxidase	42.577136	31.473424	22.507966	23.3025089	22.4562551	21.3518821	34.228474	30.222009	37.069486	20.965804	10.5665457	21.744031	20.790619	19.4106179	29.485605	19.283352	17.8864271	27.153807	17.7164796	31.9795977	14.2417783	17.8045486	18.482316	18.604897	9.1652879	13.149583	9.1388	10.277885	12.402672	10.9199533	17.681909	20.02224	17.663212	10.9636413	10.733873
Carboxymethylproline synthase	0.0	0.0547374	0.0	0.0	0.0	0.0672712	0.11981	0.167508	0.0	0.348024	0.12551	0.0	0.104597	0.0	0.355437	2.45436	0.97128	0.129381	0.235506	0.263851	0.0552911	0.0276722	0.138442	0.0559061	4.14288	1.77609	2.37409	3.54662	4.11848	1.26948	1.93664	0.435903	0.772144	1.38783	0.41824
Putative acetolactate synthase large subunit IlvX	5.83924	5.618967	4.945351	4.5356	3.784576	3.929622	4.5775677	4.327719	4.756752	6.2201805	5.750801	4.4814241	7.711614	5.4454165	6.1632657	4.514077	5.526694	3.080723	3.038187	5.771541	2.394909	3.442673	4.136785	4.8820776	3.979404	1.829782	4.584686	4.916448	2.138061	3.143718	1.96256	4.759956	5.566831	3.689364	4.370831
tRNA-Gly(tcc)	318.6341368	348.39366799	371.2177551	305.9377843	334.7407397	296.809418	282.70330001	319.3310014	353.2162273	218.1394454	237.2869418	267.9300742	282.3106938	229.4591259	321.82211181	231.2415184	211.16579062	248.4465552	195.5265671	272.18341381	176.2312834	304.86321022	267.7848166	232.55866143	181.26957047	181.438817	275.2704503	233.8872919	241.0667812	157.33096765	275.7622099	231.8237077	269.5822452	259.37669533	313.3293306
Sensor histidine kinase CssS	0.701606	2.6157	7.58663	3.069484	4.308493	6.46173	2.489953	3.663467	2.58695	4.146779	2.95582	19.23467	3.44594	3.553862	1.892152	0.440489	0.717999	5.379669	1.616689	9.26955	2.66599	3.455239	2.481794	5.245758	0.405563	0.0	0.440234	1.047668	0.596191	0.0	0.348842	1.5342	0.335452	0.7704808	2.206487
2%2C5-dichloro-2%2C5-cyclohexadiene-1%2C4-diol dehydrogenase	14.201658	82.1691043	32.355189	33.7756436	37.5007075	37.3386747	66.2676377	74.2741836	84.4840429	31.5340421	26.2791251	62.0627177	49.999054	24.540965	55.976849	26.4891968	43.3270601	12.593756	26.651934	26.4579514	21.474569	20.6083404	42.1532644	30.2456406	37.6652895	25.920389	22.121111	29.505109	25.276708	28.5236946	22.884124	19.890343	27.641326	29.531203	39.356853
Thiol:disulfide interchange protein CycY	0.3649723	2.443266	0.719094	0.6853425	5.35096	1.476546	1.927714	2.85259	1.835169	3.87797	0.595187	0.318485	1.542338	0.399765	4.072618	3.6557041	4.615804	1.056535	2.829856	1.339215	2.148844	2.685784	2.362834	1.1710228	1.73149	5.96328	0.560387	0.876038	1.98305	7.003613	4.657313	3.7523782	3.117794	1.66364	0.197719
Biopolymer transport protein ExbD	11.008685	43.6657077	55.723136	69.479602	45.256197	45.1858265	52.50631	38.7360741	35.9372519	30.347249	24.37579	41.0390427	70.328168	52.63941	18.2979275	55.425054	40.5304902	17.0411105	29.5152809	29.520803	20.1131105	8.4608648	46.789898	46.7607251	20.7854992	23.4027014	27.2988969	30.551841	26.94498	19.50739	42.009995	29.399775	35.7378322	32.690635	23.1022071
Biopolymer transport protein ExbB	94.7603104	115.1420235	206.237084	209.883287	181.3486504	152.6499945	132.2229913	121.0004623	107.1710053	247.709426	229.9138885	142.9911727	236.6422702	236.8945985	109.4243917	238.8664457	251.1449511	114.3641404	149.7394975	116.122374	138.3225373	132.926283	162.577619	214.6340049	182.6725345	155.0246462	142.7179736	143.755648	125.1726569	298.211793	266.598341	292.4917708	244.9191222	264.1710622	138.6965319
High-affinity heme uptake system protein IsdE	9.29383	11.219	20.13441	25.1873	21.4715	16.45735	7.04483	4.424921	12.715287	8.12777	6.907494	17.713432	15.129374	8.2131	10.59936	5.943635	11.48789	19.51949	8.02886	19.0161	14.148767	11.644818	20.70408	11.956128	5.326919	10.42777	3.462423	4.8526	8.17177	6.262698	10.45903	9.042488	4.933556	18.53754	12.884517
Redox-sensitive transcriptional activator SoxR	1.030168	1.80418	7.146133	12.234344	4.443349	5.770762	1.26489	2.098038	2.073513	1.64908	1.09431	0.611939	2.55845	0.433999	0.205737	3.15143	3.15199	7.163793	0.657775	7.62331	2.099005	2.14198	3.12564	1.31488	2.07368	3.80282	0.442864	0.502466	1.92369	6.3983	2.64499	5.99026	2.7843	1.80281	0.221974
N-acetylneuraminate epimerase	76.391614	36.4397174	32.419658	35.5498837	45.372128	36.196931	115.282029	106.656779	35.4403098	30.1908875	24.9597104	38.1888893	43.853049	39.88380402	27.869277	29.518805	29.5669507	43.5021202	27.6260546	59.7889337	25.0291297	37.9744215	48.1397276	44.8932809	25.8330619	30.23621303	20.996954	20.1867615	25.22246844	33.2420656	26.265646	27.126496	19.1670811	31.8494942	17.6766357
7-cyano-7-deazaguanine synthase	212.970133	152.4394186	106.3036087	129.1697881	140.97136339	129.5298935	155.6767139	162.7436541	155.6046528	114.6165876	94.88826963	116.5652799	122.5020427	121.03342612	177.1217535	99.3047866	95.6654447	182.0007159	124.104225	207.8662994	133.7164434	180.944834	162.8176959	110.4870023	100.5624289	99.2043918	115.2965648	122.1115211	102.4295458	44.0680484	80.4962983	105.812301	77.4098693	79.2360308	94.7356443
Ferredoxin--NAD(P)(+) reductase CarAd	4.54257	13.59812	3.020635	4.07601	3.8099	1.57771	8.227119	9.037701	15.31396	1.36321	4.507295	6.65669	6.690028	3.834742	5.65481	1.783526	0.917	2.304459	1.879866	2.66726	1.30895	2.6600382	4.5832981	1.388549	1.152033	0.554285	0.660029	2.587612	3.3734	0.1129	0.424645	1.02985	0.11329	0.14701	5.272843
Cyclopropane-fatty-acyl-phospholipid synthase	5.928047	7.408646	29.482051	29.365632	24.359385	25.2534717	14.6444895	11.1841336	6.3746848	13.4844889	16.4256105	8.014254	15.194753	17.9934181	8.2306068	26.522074	26.688514	9.9873156	9.1435781	16.333613	7.4796277	10.6993708	18.0641733	9.137475	12.8602875	25.8003988	26.849261	14.747843	15.317827	13.589466	29.23342	23.949383	25.583863	26.801494	16.354663
5%2C6-dimethylbenzimidazole synthase	1.074258	2.341661	2.32095	3.45544	1.9605091	2.172899	2.3870675	3.083642	2.464404	0.615551	0.5433927	1.16277	1.150782	3.368952	0.94309	0.442066	0.123516	2.659431	0.6791491	1.850067	0.7955601	3.225395	0.8071343	2.248219	1.768669	1.1666272	0.362884	0.866772	0.0654628	0.651957	0.831742	0.763178	1.873872	0.171367	2.047472
3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase	8.4824152	11.8555649	8.021019	9.3115758	9.287808	8.750557	4.2073001	6.347997	13.429644	4.171534	5.803915	8.0905561	7.9521792	3.2810237	11.183682	5.283014	5.574472	7.6593195	6.2367477	9.670534	4.881313	8.6455492	7.5138891	3.299603	3.447245	6.2822576	7.393001	14.0095683	4.8716867	4.075981	5.2114415	8.2612717	7.478322	4.6289925	4.313952
4-hydroxyproline 2-epimerase 1	0.248223	0.856309	2.75569	1.63635	0.841202	1.5304	1.52821	1.50356	0.512039	0.329953	0.593165	0.766484	2.67225	3.96122	1.41186	0.0740947	0.0984926	0.276382	1.81265	0.843751	1.65227	0.352949	0.72097	0.79424	1.51454	0.138364	0.964104	0.551549	0.765693	0.0	2.20358	0.496147	2.45312	0.146046	0.509144
Inner membrane transport protein YdhP	5.03596	3.37051	15.59486	17.12245	11.191	10.3035	7.802698	0.350185	4.16475	1.66222	11.50319	7.36281	8.61265	5.40197	5.363284	15.57672	21.02561	7.42033	4.06698	9.95642	3.55302	4.9422	7.1117	0.940878	41.31088	11.18882	8.827912	18.85761	17.50709	4.61569	21.78998	32.11498	25.71101	20.030398	5.07869
Putative antitoxin VapB45	0.0	0.0	0.616076	0.0	0.0	0.0	0.0	0.419868	0.0	0.0	0.0	0.0	0.402408	0.711998	0.542689	3.312764	2.365243	0.0	0.388556	0.0	1.33114	0.0	0.766017	0.0	1.666275	1.345755	0.444898	0.0	0.378919	3.49472	1.565293	0.389989	2.41643	3.5974	0.928937
